gene	GO_BP_count	GO_BP_count_400_auc	GO_BP_count_400_auc_decile
HGNC:399	34	1	7
HGNC:39941	0	0	4
HGNC:39977	0	0	4
HGNC:39978	10	0	4
HGNC:39979	71	1	7
HGNC:3999	21	1	7
HGNC:40	53	2	8
HGNC:400	54	3	9
HGNC:40020	0	0	4
HGNC:40021	0	0	4
HGNC:40022	0	0	4
HGNC:40023	0	0	4
HGNC:40024	57	0	4
HGNC:40026	0	0	4
HGNC:40027	0	0	4
HGNC:40028	25	0	4
HGNC:40030	0	0	4
HGNC:40031	0	0	4
HGNC:40032	0	0	4
HGNC:40033	0	0	4
HGNC:40034	0	0	4
HGNC:40037	0	0	4
HGNC:40038	11	0	4
HGNC:40039	16	0	4
HGNC:4004	52	0	4
HGNC:40040	0	0	4
HGNC:40041	0	0	4
HGNC:40042	0	0	4
HGNC:40044	0	0	4
HGNC:40045	11	0	4
HGNC:40047	0	0	4
HGNC:40048	0	0	4
HGNC:40049	52	1	7
HGNC:4005	66	1	7
HGNC:40050	103	2	8
HGNC:40051	0	0	4
HGNC:40053	8	1	7
HGNC:4006	19	0	4
HGNC:4008	19	0	4
HGNC:4010	107	2	8
HGNC:4012	79	1	7
HGNC:4013	37	1	7
HGNC:4014	52	1	7
HGNC:4015	56	1	7
HGNC:4016	31	0	4
HGNC:4017	32	0	4
HGNC:4018	119	5	10
HGNC:4019	79	3	9
HGNC:402	46	1	7
HGNC:4020	76	2	8
HGNC:4021	16	0	4
HGNC:4022	31	2	8
HGNC:4023	142	3	9
HGNC:4024	130	3	9
HGNC:4025	67	1	7
HGNC:4026	32	0	4
HGNC:4027	22	0	4
HGNC:4028	21	0	4
HGNC:4029	36	2	8
HGNC:403	22	1	7
HGNC:4030	21	0	4
HGNC:4034	21	0	4
HGNC:4035	33	2	8
HGNC:4036	27	0	4
HGNC:4037	289	7	10
HGNC:40375	0	0	4
HGNC:4038	191	4	10
HGNC:4039	114	3	9
HGNC:404	13	2	8
HGNC:4040	116	3	9
HGNC:4041	104	3	9
HGNC:4042	228	7	10
HGNC:4043	252	10	10
HGNC:4044	105	4	10
HGNC:4045	166	6	10
HGNC:4046	112	3	9
HGNC:4047	121	4	10
HGNC:405	9	0	4
HGNC:4053	141	4	10
HGNC:4054	86	1	7
HGNC:4055	177	4	10
HGNC:4056	45	1	7
HGNC:406	17	1	7
HGNC:4061	95	4	10
HGNC:4065	45	2	8
HGNC:4066	76	2	8
HGNC:4067	116	3	9
HGNC:4068	24	1	7
HGNC:407	11	1	7
HGNC:4070	73	3	9
HGNC:4071	122	2	8
HGNC:4074	69	1	7
HGNC:4075	40	2	8
HGNC:4076	40	2	8
HGNC:4078	30	2	8
HGNC:4079	62	3	9
HGNC:408	26	0	4
HGNC:4080	30	2	8
HGNC:4081	62	4	10
HGNC:4082	73	3	9
HGNC:4083	52	2	8
HGNC:4084	29	1	7
HGNC:4086	30	2	8
HGNC:4087	53	2	8
HGNC:4088	30	2	8
HGNC:4089	29	1	7
HGNC:409	68	3	9
HGNC:4090	30	2	8
HGNC:4091	31	2	8
HGNC:40910	0	0	4
HGNC:40912	0	0	4
HGNC:4092	35	0	4
HGNC:4093	27	0	4
HGNC:4095	180	4	10
HGNC:4096	91	1	7
HGNC:4097	53	0	4
HGNC:41	82	0	4
HGNC:410	27	1	7
HGNC:411	19	1	7
HGNC:4113	69	2	8
HGNC:4114	168	4	10
HGNC:4115	23	0	4
HGNC:4116	8	0	4
HGNC:4117	40	2	8
HGNC:4118	31	2	8
HGNC:4119	11	0	4
HGNC:412	22	0	4
HGNC:4122	0	0	4
HGNC:4123	27	2	8
HGNC:4124	25	1	7
HGNC:4125	57	3	9
HGNC:4126	24	1	7
HGNC:4127	23	0	4
HGNC:41278	0	0	4
HGNC:4128	23	0	4
HGNC:4129	24	0	4
HGNC:4130	23	0	4
HGNC:4132	124	5	10
HGNC:4133	139	7	10
HGNC:4134	84	3	9
HGNC:4135	25	1	7
HGNC:4136	45	3	9
HGNC:4137	22	0	4
HGNC:4138	13	0	4
HGNC:4139	13	0	4
HGNC:414	73	4	10
HGNC:4140	65	4	10
HGNC:4141	149	6	10
HGNC:4161	61	2	8
HGNC:4162	48	2	8
HGNC:4163	50	1	7
HGNC:4164	15	1	7
HGNC:4165	77	1	7
HGNC:4166	70	2	8
HGNC:4167	51	1	7
HGNC:4168	288	11	10
HGNC:4169	38	1	7
HGNC:417	44	1	7
HGNC:4171	253	10	10
HGNC:4172	304	13	10
HGNC:4173	198	8	10
HGNC:4174	201	8	10
HGNC:4175	33	1	7
HGNC:4177	230	10	10
HGNC:4179	38	1	7
HGNC:418	37	1	7
HGNC:4180	29	1	7
HGNC:4181	82	4	10
HGNC:4182	95	1	7
HGNC:4183	29	0	4
HGNC:4184	22	0	4
HGNC:4185	96	1	7
HGNC:4186	135	3	9
HGNC:4187	13	1	7
HGNC:4188	17	0	4
HGNC:4189	43	1	7
HGNC:41906	0	0	4
HGNC:41907	0	0	4
HGNC:41908	48	0	4
HGNC:41909	47	2	8
HGNC:4191	159	2	8
HGNC:41910	0	0	4
HGNC:41911	0	0	4
HGNC:41912	0	0	4
HGNC:4192	65	3	9
HGNC:4193	79	2	8
HGNC:4194	28	1	7
HGNC:4195	134	2	8
HGNC:4196	62	2	8
HGNC:4197	99	4	10
HGNC:41978	0	0	4
HGNC:41979	0	0	4
HGNC:4198	92	4	10
HGNC:41980	0	0	4
HGNC:41982	0	0	4
HGNC:41985	0	0	4
HGNC:41987	0	0	4
HGNC:41989	0	0	4
HGNC:4199	103	2	8
HGNC:41993	25	0	4
HGNC:41994	22	1	7
HGNC:41995	2	0	4
HGNC:41996	0	0	4
HGNC:41998	20	1	7
HGNC:41999	12	0	4
HGNC:42	85	2	8
HGNC:4200	47	5	10
HGNC:42001	0	0	4
HGNC:4201	203	7	10
HGNC:4203	52	2	8
HGNC:4204	107	2	8
HGNC:4205	38	0	4
HGNC:4208	25	1	7
HGNC:4212	46	1	7
HGNC:4213	10	0	4
HGNC:4214	70	1	7
HGNC:4215	96	3	9
HGNC:4216	93	2	8
HGNC:4217	195	6	10
HGNC:4218	109	3	9
HGNC:4220	117	4	10
HGNC:4221	150	3	9
HGNC:4222	171	4	10
HGNC:4223	214	7	10
HGNC:4224	129	4	10
HGNC:4227	28	1	7
HGNC:4232	217	5	10
HGNC:4234	45	2	8
HGNC:4235	124	5	10
HGNC:4236	113	2	8
HGNC:4237	162	7	10
HGNC:4238	109	2	8
HGNC:42400	0	0	4
HGNC:4241	49	1	7
HGNC:4242	50	1	7
HGNC:4243	86	3	9
HGNC:4244	19	0	4
HGNC:4245	52	1	7
HGNC:4247	23	2	8
HGNC:4248	14	0	4
HGNC:4249	16	1	7
HGNC:4250	76	2	8
HGNC:4251	73	2	8
HGNC:4253	35	0	4
HGNC:4259	70	2	8
HGNC:4260	68	2	8
HGNC:4261	131	5	10
HGNC:4262	90	3	9
HGNC:4263	137	5	10
HGNC:4265	76	3	9
HGNC:4266	117	5	10
HGNC:4267	203	5	10
HGNC:42673	0	0	4
HGNC:4268	15	0	4
HGNC:42693	0	0	4
HGNC:427	163	2	8
HGNC:4270	122	4	10
HGNC:4271	100	3	9
HGNC:4272	169	5	10
HGNC:4273	22	1	7
HGNC:4274	198	11	10
HGNC:4277	13	0	4
HGNC:4278	30	0	4
HGNC:4279	69	1	7
HGNC:428	43	0	4
HGNC:4280	52	1	7
HGNC:4281	16	0	4
HGNC:4284	65	2	8
HGNC:4285	41	1	7
HGNC:4286	18	0	4
HGNC:4287	30	2	8
HGNC:4288	66	1	7
HGNC:429	63	3	9
HGNC:4291	42	3	9
HGNC:4292	23	2	8
HGNC:42937	82	1	7
HGNC:42950	0	0	4
HGNC:42951	0	0	4
HGNC:42952	19	0	4
HGNC:42953	4	1	7
HGNC:42955	36	0	4
HGNC:42956	8	1	7
HGNC:42957	23	0	4
HGNC:42959	50	1	7
HGNC:42960	72	0	4
HGNC:42961	0	0	4
HGNC:42962	0	0	4
HGNC:42964	48	0	4
HGNC:42967	0	0	4
HGNC:42969	27	1	7
HGNC:42970	0	0	4
HGNC:42971	48	0	4
HGNC:42972	0	0	4
HGNC:42973	0	0	4
HGNC:42975	0	0	4
HGNC:4298	27	0	4
HGNC:43	25	1	7
HGNC:430	93	0	4
HGNC:4311	194	4	10
HGNC:4312	98	1	7
HGNC:4313	30	1	7
HGNC:4315	67	1	7
HGNC:4316	74	2	8
HGNC:4317	162	5	10
HGNC:4318	210	9	10
HGNC:4319	260	11	10
HGNC:4320	50	0	4
HGNC:4323	79	0	4
HGNC:4324	55	3	9
HGNC:4325	32	2	8
HGNC:4326	64	4	10
HGNC:4328	43	2	8
HGNC:4329	60	3	9
HGNC:433	115	6	10
HGNC:4330	52	0	4
HGNC:4331	46	0	4
HGNC:4332	62	0	4
HGNC:4333	188	6	10
HGNC:4335	75	0	4
HGNC:434	99	6	10
HGNC:4341	130	1	7
HGNC:43430	0	0	4
HGNC:43444	11	0	4
HGNC:435	137	2	8
HGNC:43561	0	0	4
HGNC:436	44	0	4
HGNC:43611	23	1	7
HGNC:43619	66	1	7
HGNC:43621	62	1	7
HGNC:43622	62	1	7
HGNC:43623	62	1	7
HGNC:43624	62	1	7
HGNC:43627	62	1	7
HGNC:43638	41	1	7
HGNC:43653	0	0	4
HGNC:4367	35	1	7
HGNC:4369	34	0	4
HGNC:43690	22	1	7
HGNC:437	7	1	7
HGNC:4370	65	1	7
HGNC:4371	65	1	7
HGNC:4373	63	1	7
HGNC:43734	0	0	4
HGNC:43735	0	0	4
HGNC:4374	57	1	7
HGNC:43746	0	0	4
HGNC:4375	33	0	4
HGNC:4376	23	0	4
HGNC:4377	31	1	7
HGNC:43771	0	0	4
HGNC:4378	36	1	7
HGNC:4379	49	2	8
HGNC:438	62	4	10
HGNC:4380	117	5	10
HGNC:4381	89	4	10
HGNC:4382	27	1	7
HGNC:4383	50	2	8
HGNC:4384	60	3	9
HGNC:4385	166	6	10
HGNC:43863	64	2	8
HGNC:4387	106	4	10
HGNC:4388	30	1	7
HGNC:4389	28	2	8
HGNC:439	7	1	7
HGNC:4390	89	3	9
HGNC:4392	107	6	10
HGNC:4393	55	3	9
HGNC:4394	56	3	9
HGNC:43943	9	0	4
HGNC:43946	39	1	7
HGNC:4395	25	1	7
HGNC:4396	43	2	8
HGNC:4397	12	1	7
HGNC:43972	36	0	4
HGNC:4398	11	1	7
HGNC:4399	260	8	10
HGNC:44	23	1	7
HGNC:4400	49	2	8
HGNC:4401	54	2	8
HGNC:4402	11	1	7
HGNC:4403	11	1	7
HGNC:4404	28	1	7
HGNC:4405	27	2	8
HGNC:4407	23	2	8
HGNC:4408	11	1	7
HGNC:44088	0	0	4
HGNC:44095	46	1	7
HGNC:441	7	1	7
HGNC:4410	15	1	7
HGNC:4411	42	2	8
HGNC:44112	0	0	4
HGNC:4412	15	1	7
HGNC:44121	19	0	4
HGNC:44122	0	0	4
HGNC:4413	17	1	7
HGNC:4414	14	0	4
HGNC:44141	0	0	4
HGNC:4415	44	1	7
HGNC:44152	39	1	7
HGNC:44155	0	0	4
HGNC:44159	25	0	4
HGNC:4416	50	1	7
HGNC:44160	16	0	4
HGNC:44164	80	1	7
HGNC:4417	41	2	8
HGNC:44179	0	0	4
HGNC:4419	58	2	8
HGNC:44197	0	0	4
HGNC:4420	15	0	4
HGNC:44200	67	1	7
HGNC:44201	0	0	4
HGNC:44204	0	0	4
HGNC:44206	6	1	7
HGNC:4421	30	2	8
HGNC:4422	14	0	4
HGNC:4424	0	0	4
HGNC:4425	109	6	10
HGNC:4426	14	1	7
HGNC:4427	75	2	8
HGNC:4428	10	1	7
HGNC:4429	60	1	7
HGNC:443	135	3	9
HGNC:4430	29	1	7
HGNC:4431	20	0	4
HGNC:44317	0	0	4
HGNC:44318	92	1	7
HGNC:4432	52	2	8
HGNC:4433	36	1	7
HGNC:44353	0	0	4
HGNC:44356	0	0	4
HGNC:4439	33	3	9
HGNC:44395	0	0	4
HGNC:4440	19	2	8
HGNC:44404	6	1	7
HGNC:44405	6	1	7
HGNC:44406	6	1	7
HGNC:44407	6	1	7
HGNC:44408	6	1	7
HGNC:44409	6	1	7
HGNC:4441	23	0	4
HGNC:44410	6	1	7
HGNC:44419	0	0	4
HGNC:44420	0	0	4
HGNC:44421	0	0	4
HGNC:44424	0	0	4
HGNC:44426	19	1	7
HGNC:4443	11	2	8
HGNC:44436	23	0	4
HGNC:44438	38	0	4
HGNC:44439	38	0	4
HGNC:4444	11	2	8
HGNC:44440	38	0	4
HGNC:44441	38	0	4
HGNC:44443	38	0	4
HGNC:44445	38	0	4
HGNC:44446	38	0	4
HGNC:44447	38	0	4
HGNC:44448	38	0	4
HGNC:44449	38	0	4
HGNC:4445	0	0	4
HGNC:44450	38	0	4
HGNC:44451	29	0	4
HGNC:44452	43	0	4
HGNC:44453	43	0	4
HGNC:44454	43	0	4
HGNC:44455	43	0	4
HGNC:44456	43	0	4
HGNC:44457	43	0	4
HGNC:44458	43	0	4
HGNC:4446	46	1	7
HGNC:44465	33	1	7
HGNC:4449	96	2	8
HGNC:445	152	6	10
HGNC:4450	67	1	7
HGNC:4453	60	0	4
HGNC:4454	73	1	7
HGNC:4455	78	2	8
HGNC:4456	17	2	8
HGNC:4458	137	2	8
HGNC:4459	206	3	9
HGNC:4460	70	2	8
HGNC:4462	144	1	7
HGNC:4463	14	1	7
HGNC:4464	20	2	8
HGNC:44651	0	0	4
HGNC:44652	0	0	4
HGNC:44653	0	0	4
HGNC:44654	0	0	4
HGNC:44655	0	0	4
HGNC:44657	0	0	4
HGNC:44659	21	0	4
HGNC:4466	29	2	8
HGNC:44661	26	1	7
HGNC:44662	0	0	4
HGNC:44663	26	1	7
HGNC:44664	51	0	4
HGNC:44666	1	0	4
HGNC:44667	0	0	4
HGNC:44668	33	1	7
HGNC:44669	0	0	4
HGNC:44670	0	0	4
HGNC:44671	27	1	7
HGNC:44672	56	1	7
HGNC:4468	17	1	7
HGNC:4469	21	2	8
HGNC:4471	73	5	10
HGNC:4472	95	4	10
HGNC:4473	11	1	7
HGNC:4474	47	3	9
HGNC:4475	41	3	9
HGNC:4476	52	3	9
HGNC:4477	14	1	7
HGNC:4479	45	3	9
HGNC:4480	11	1	7
HGNC:4481	11	1	7
HGNC:4482	67	1	7
HGNC:4484	60	3	9
HGNC:4485	333	9	10
HGNC:4486	41	1	7
HGNC:4487	40	2	8
HGNC:4489	40	2	8
HGNC:449	71	2	8
HGNC:4492	84	5	10
HGNC:4494	69	2	8
HGNC:4495	11	1	7
HGNC:4496	11	1	7
HGNC:4497	86	5	10
HGNC:4498	88	2	8
HGNC:4499	98	3	9
HGNC:45	49	1	7
HGNC:450	90	3	9
HGNC:4500	11	1	7
HGNC:4501	99	3	9
HGNC:4502	45	2	8
HGNC:4503	11	1	7
HGNC:45034	0	0	4
HGNC:45037	0	0	4
HGNC:4504	64	2	8
HGNC:4507	20	2	8
HGNC:4508	17	1	7
HGNC:451	24	1	7
HGNC:4510	11	1	7
HGNC:4511	76	3	9
HGNC:4512	84	5	10
HGNC:4514	11	1	7
HGNC:45147	71	0	4
HGNC:4515	29	2	8
HGNC:4517	74	3	9
HGNC:4518	29	2	8
HGNC:4519	99	3	9
HGNC:452	23	1	7
HGNC:4522	18	1	7
HGNC:4523	17	1	7
HGNC:4524	11	1	7
HGNC:45241	15	1	7
HGNC:4525	55	1	7
HGNC:4526	21	2	8
HGNC:4527	92	2	8
HGNC:45272	0	0	4
HGNC:4528	11	1	7
HGNC:453	89	4	10
HGNC:4530	11	1	7
HGNC:4531	11	1	7
HGNC:4532	22	1	7
HGNC:4535	11	1	7
HGNC:4536	11	1	7
HGNC:4537	22	2	8
HGNC:4538	16	2	8
HGNC:4539	21	1	7
HGNC:4542	71	1	7
HGNC:4543	42	1	7
HGNC:4544	58	1	7
HGNC:4545	37	1	7
HGNC:4549	31	0	4
HGNC:4550	181	5	10
HGNC:4551	42	1	7
HGNC:4552	56	1	7
HGNC:4553	194	3	9
HGNC:4554	11	1	7
HGNC:4555	15	0	4
HGNC:4556	77	1	7
HGNC:4557	13	0	4
HGNC:4558	8	0	4
HGNC:4559	9	0	4
HGNC:4562	17	1	7
HGNC:4563	13	1	7
HGNC:4564	122	4	10
HGNC:4565	38	1	7
HGNC:4566	105	5	10
HGNC:4567	87	1	7
HGNC:4568	121	4	10
HGNC:457	27	0	4
HGNC:4570	12	0	4
HGNC:4571	63	1	7
HGNC:4572	22	0	4
HGNC:4574	28	0	4
HGNC:4575	29	0	4
HGNC:4576	98	2	8
HGNC:4577	0	0	4
HGNC:4579	35	0	4
HGNC:4580	90	1	7
HGNC:4581	33	1	7
HGNC:4582	28	0	4
HGNC:4583	75	0	4
HGNC:4584	170	2	8
HGNC:4585	148	3	9
HGNC:4586	123	1	7
HGNC:4587	100	1	7
HGNC:4588	74	1	7
HGNC:4589	53	1	7
HGNC:4591	120	5	10
HGNC:4593	73	4	10
HGNC:4594	66	3	9
HGNC:4595	29	2	8
HGNC:4596	51	1	7
HGNC:4597	203	7	10
HGNC:4598	50	1	7
HGNC:4599	68	3	9
HGNC:46	18	0	4
HGNC:4600	25	1	7
HGNC:4601	167	1	7
HGNC:4602	62	2	8
HGNC:4603	42	2	8
HGNC:4604	41	1	7
HGNC:4605	51	1	7
HGNC:4606	47	0	4
HGNC:4610	65	1	7
HGNC:4612	111	3	9
HGNC:4613	53	0	4
HGNC:4616	273	14	10
HGNC:4617	298	12	10
HGNC:4620	138	5	10
HGNC:4621	78	2	8
HGNC:4623	24	1	7
HGNC:4624	33	0	4
HGNC:4626	33	0	4
HGNC:4627	21	0	4
HGNC:4628	14	0	4
HGNC:4629	14	0	4
HGNC:463	74	1	7
HGNC:4632	35	0	4
HGNC:4634	104	3	9
HGNC:4635	40	0	4
HGNC:4636	32	0	4
HGNC:4637	14	0	4
HGNC:4638	153	2	8
HGNC:464	90	1	7
HGNC:4643	27	0	4
HGNC:4646	31	0	4
HGNC:4647	38	0	4
HGNC:4648	56	2	8
HGNC:465	49	2	8
HGNC:4650	34	0	4
HGNC:4651	31	0	4
HGNC:4652	74	2	8
HGNC:4653	35	0	4
HGNC:4655	106	1	7
HGNC:4656	94	2	8
HGNC:4657	67	1	7
HGNC:4658	67	1	7
HGNC:4659	93	2	8
HGNC:4661	73	2	8
HGNC:4662	33	1	7
HGNC:4664	30	0	4
HGNC:4665	30	0	4
HGNC:4666	30	0	4
HGNC:4667	47	1	7
HGNC:4668	40	0	4
HGNC:4669	84	2	8
HGNC:4670	26	1	7
HGNC:4678	83	1	7
HGNC:4679	73	1	7
HGNC:468	33	1	7
HGNC:4680	65	1	7
HGNC:4682	61	1	7
HGNC:4683	64	1	7
HGNC:4684	53	1	7
HGNC:4685	69	2	8
HGNC:4687	60	1	7
HGNC:4688	55	1	7
HGNC:4689	66	2	8
HGNC:469	37	1	7
HGNC:4693	37	1	7
HGNC:4696	16	0	4
HGNC:4699	15	1	7
HGNC:47	68	2	8
HGNC:470	42	2	8
HGNC:4702	4	1	7
HGNC:4703	0	0	4
HGNC:4704	0	0	4
HGNC:4705	0	0	4
HGNC:4706	23	1	7
HGNC:4707	19	1	7
HGNC:4708	74	1	7
HGNC:4709	134	2	8
HGNC:471	16	0	4
HGNC:4710	13	0	4
HGNC:4711	9	0	4
HGNC:4712	27	1	7
HGNC:4714	97	1	7
HGNC:4715	115	2	8
HGNC:4716	104	2	8
HGNC:4717	104	2	8
HGNC:4718	104	2	8
HGNC:4719	134	4	10
HGNC:4720	107	2	8
HGNC:4722	92	1	7
HGNC:4724	72	1	7
HGNC:4725	69	1	7
HGNC:4726	69	1	7
HGNC:4727	69	1	7
HGNC:4729	69	1	7
HGNC:473	16	0	4
HGNC:4730	69	1	7
HGNC:4733	72	1	7
HGNC:4734	72	1	7
HGNC:4735	69	1	7
HGNC:4737	69	1	7
HGNC:4738	69	1	7
HGNC:4739	118	3	9
HGNC:474	5	0	4
HGNC:4740	172	4	10
HGNC:4741	98	2	8
HGNC:4747	12	0	4
HGNC:4748	12	0	4
HGNC:4749	12	0	4
HGNC:475	5	0	4
HGNC:4750	12	0	4
HGNC:4751	12	0	4
HGNC:4753	25	0	4
HGNC:4755	12	0	4
HGNC:4756	25	0	4
HGNC:4757	25	0	4
HGNC:4758	12	0	4
HGNC:476	8	0	4
HGNC:4760	25	0	4
HGNC:4761	50	1	7
HGNC:4762	35	0	4
HGNC:4764	109	4	10
HGNC:4765	21	1	7
HGNC:4766	26	0	4
HGNC:4767	26	0	4
HGNC:4768	26	0	4
HGNC:4769	26	0	4
HGNC:477	8	0	4
HGNC:4771	26	0	4
HGNC:4772	26	0	4
HGNC:4773	26	0	4
HGNC:4774	26	0	4
HGNC:4775	26	0	4
HGNC:4776	26	0	4
HGNC:4778	12	0	4
HGNC:478	5	0	4
HGNC:4781	64	0	4
HGNC:4782	64	0	4
HGNC:4784	64	0	4
HGNC:4785	64	0	4
HGNC:4787	64	0	4
HGNC:4788	64	0	4
HGNC:4790	64	0	4
HGNC:4791	64	0	4
HGNC:4792	12	0	4
HGNC:4793	64	0	4
HGNC:4794	64	0	4
HGNC:4795	36	2	8
HGNC:4796	52	3	9
HGNC:4798	19	2	8
HGNC:4799	75	1	7
HGNC:4801	28	1	7
HGNC:4803	16	0	4
HGNC:4805	26	1	7
HGNC:4806	19	0	4
HGNC:4807	120	6	10
HGNC:4808	181	8	10
HGNC:4809	20	1	7
HGNC:4810	13	0	4
HGNC:4812	172	6	10
HGNC:4814	137	4	10
HGNC:4816	37	1	7
HGNC:4817	37	1	7
HGNC:4818	52	2	8
HGNC:4819	120	4	10
HGNC:4820	75	0	4
HGNC:4821	83	2	8
HGNC:4823	25	0	4
HGNC:4824	25	0	4
HGNC:4826	13	0	4
HGNC:4827	52	2	8
HGNC:4829	13	0	4
HGNC:483	220	3	9
HGNC:4830	15	0	4
HGNC:4831	13	0	4
HGNC:4832	13	0	4
HGNC:48326	6	0	4
HGNC:48327	0	0	4
HGNC:48329	41	1	7
HGNC:4833	13	0	4
HGNC:48334	0	0	4
HGNC:48338	0	0	4
HGNC:48339	0	0	4
HGNC:4834	48	1	7
HGNC:48343	5	0	4
HGNC:48348	0	0	4
HGNC:4835	13	0	4
HGNC:48350	0	0	4
HGNC:48351	0	0	4
HGNC:48352	0	0	4
HGNC:48354	19	0	4
HGNC:48357	0	0	4
HGNC:48368	48	0	4
HGNC:4838	49	2	8
HGNC:484	227	4	10
HGNC:4840	174	4	10
HGNC:4844	225	5	10
HGNC:4845	63	1	7
HGNC:4846	41	0	4
HGNC:4847	106	2	8
HGNC:4848	49	2	8
HGNC:4849	35	2	8
HGNC:485	87	3	9
HGNC:4851	164	6	10
HGNC:4852	188	4	10
HGNC:4853	229	9	10
HGNC:4854	199	3	9
HGNC:4855	29	1	7
HGNC:4856	100	3	9
HGNC:4857	17	2	8
HGNC:48597	0	0	4
HGNC:4861	122	2	8
HGNC:4862	228	7	10
HGNC:48628	0	0	4
HGNC:48649	36	1	7
HGNC:48661	0	0	4
HGNC:4867	61	2	8
HGNC:48677	0	0	4
HGNC:4868	81	3	9
HGNC:487	126	1	7
HGNC:4876	18	0	4
HGNC:4877	118	4	10
HGNC:48778	19	0	4
HGNC:4878	24	0	4
HGNC:4879	137	7	10
HGNC:4880	146	6	10
HGNC:4881	184	8	10
HGNC:48813	0	0	4
HGNC:4882	145	5	10
HGNC:4883	25	0	4
HGNC:4886	198	6	10
HGNC:4887	119	4	10
HGNC:4888	26	1	7
HGNC:489	13	0	4
HGNC:4890	15	1	7
HGNC:4892	20	0	4
HGNC:48925	115	3	9
HGNC:4893	257	8	10
HGNC:4894	17	1	7
HGNC:48953	0	0	4
HGNC:48955	0	0	4
HGNC:4897	144	4	10
HGNC:49	12	0	4
HGNC:490	5	0	4
HGNC:4901	201	5	10
HGNC:4904	0	0	4
HGNC:4905	53	2	8
HGNC:4907	16	0	4
HGNC:4908	16	0	4
HGNC:4909	102	1	7
HGNC:491	89	4	10
HGNC:4910	327	16	10
HGNC:4912	97	2	8
HGNC:4913	103	0	4
HGNC:4914	119	3	9
HGNC:4915	106	2	8
HGNC:49151	29	1	7
HGNC:4916	85	1	7
HGNC:4917	7	0	4
HGNC:49177	0	0	4
HGNC:49180	0	0	4
HGNC:49181	0	0	4
HGNC:49182	18	1	7
HGNC:49183	0	0	4
HGNC:49184	2	0	4
HGNC:49185	4	1	7
HGNC:49186	0	0	4
HGNC:49187	28	0	4
HGNC:49188	0	0	4
HGNC:49189	0	0	4
HGNC:49190	0	0	4
HGNC:49191	0	0	4
HGNC:49197	27	1	7
HGNC:49198	0	0	4
HGNC:49199	7	0	4
HGNC:492	29	0	4
HGNC:4920	96	3	9
HGNC:49200	48	0	4
HGNC:4921	50	0	4
HGNC:4922	78	3	9
HGNC:4923	114	5	10
HGNC:49233	0	0	4
HGNC:4925	36	1	7
HGNC:4926	33	0	4
HGNC:4927	28	1	7
HGNC:49272	0	0	4
HGNC:4928	66	1	7
HGNC:49288	0	0	4
HGNC:4929	50	0	4
HGNC:493	120	3	9
HGNC:4930	72	0	4
HGNC:4931	80	4	10
HGNC:4932	76	3	9
HGNC:4933	32	2	8
HGNC:4934	33	2	8
HGNC:4935	41	2	8
HGNC:4936	52	3	9
HGNC:4937	35	2	8
HGNC:4938	68	3	9
HGNC:49388	0	0	4
HGNC:49389	0	0	4
HGNC:49392	12	1	7
HGNC:49394	0	0	4
HGNC:49396	0	0	4
HGNC:494	133	6	10
HGNC:4940	61	3	9
HGNC:4942	33	2	8
HGNC:49420	0	0	4
HGNC:4943	33	2	8
HGNC:4944	42	2	8
HGNC:4945	33	2	8
HGNC:4947	60	3	9
HGNC:4948	239	4	10
HGNC:495	88	2	8
HGNC:4953	33	2	8
HGNC:49544	0	0	4
HGNC:49566	0	0	4
HGNC:49576	29	1	7
HGNC:496	68	0	4
HGNC:4962	86	4	10
HGNC:4963	80	2	8
HGNC:49638	0	0	4
HGNC:4964	132	4	10
HGNC:497	72	1	7
HGNC:4975	45	2	8
HGNC:4976	41	0	4
HGNC:49760	34	2	8
HGNC:4977	75	1	7
HGNC:4978	120	6	10
HGNC:4979	77	1	7
HGNC:4982	28	1	7
HGNC:4983	297	11	10
HGNC:4984	68	0	4
HGNC:49847	0	0	4
HGNC:4986	15	0	4
HGNC:4989	7	0	4
HGNC:4993	50	0	4
HGNC:5	1	0	4
HGNC:50	27	1	7
HGNC:500	49	1	7
HGNC:5000	213	6	10
HGNC:5001	101	3	9
HGNC:5002	66	2	8
HGNC:5003	32	0	4
HGNC:5005	26	1	7
HGNC:5006	131	2	8
HGNC:5007	32	2	8
HGNC:5008	78	5	10
HGNC:5009	207	9	10
HGNC:5010	108	3	9
HGNC:5012	0	0	4
HGNC:5013	221	10	10
HGNC:5014	31	2	8
HGNC:5017	66	1	7
HGNC:5018	83	1	7
HGNC:5019	76	2	8
HGNC:5021	181	6	10
HGNC:5022	188	5	10
HGNC:5023	100	2	8
HGNC:5024	180	7	10
HGNC:5026	74	1	7
HGNC:5028	27	1	7
HGNC:50289	0	0	4
HGNC:5030	72	1	7
HGNC:5031	101	0	4
HGNC:5033	116	1	7
HGNC:5034	91	0	4
HGNC:5035	91	1	7
HGNC:5036	164	4	10
HGNC:5037	22	0	4
HGNC:5039	30	0	4
HGNC:5041	30	0	4
HGNC:5043	37	0	4
HGNC:5044	127	2	8
HGNC:5045	66	1	7
HGNC:5046	54	1	7
HGNC:5047	19	0	4
HGNC:5048	209	6	10
HGNC:50507	0	0	4
HGNC:5056	71	1	7
HGNC:5057	115	2	8
HGNC:50696	22	0	4
HGNC:5099	50	0	4
HGNC:51	83	4	10
HGNC:5100	98	4	10
